ID,V3_C005,V3_C009,V3_C010,V3_C016,V3_C018,V3_C019,V3_C100,V3_C101,V3_C105,V3_C106,V3_C110,V3_C111,V3_C112,V3_C113,V3_C114,V3_C117,V3_C119,V3_C120,V4_C005,V4_C009,V4_C010,V4_C016,V4_C018,V4_C019,V4_C100,V4_C101,V4_C105,V4_C106,V4_C110,V4_C111,V4_C112,V4_C113,V4_C114,V4_C117,V4_C119,V4_C120,V5_C005,V5_C009,V5_C010,V5_C018,V5_C019,V5_C100,V5_C101,V5_C105,V5_C106,V5_C110,V5_C111,V5_C112,V5_C113,V5_C114,V5_C117,V5_C119,V5_C120,V6_C005,V6_C009,V6_C010,V6_C016,V6_C018,V6_C019,V6_C100,V6_C101,V6_C105,V6_C106,V6_C110,V6_C111,V6_C112,V6_C113,V6_C114,V6_C117,V6_C119,V6_C120
panCampylobacter_gracilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panCampylobacter_jejuni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010019,0,0,0,0,0,0
panCampylobacter_sp_AAUH_44UCsig_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panCandidatus_Microthrix_parvicella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033475,0,0,0,0,0,0.0070311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panCandidatus_Stoquefichus_Firmicutes_bacterium_AF16_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037104,0,0,0,0,0.0014759
panCandidatus_Stoquefichus_Firmicutes_bacterium_AF22_6AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001618,0,0,0
panCandidatus_Stoquefichus_Firmicutes_bacterium_AF25_13AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013909,0,0.0023194,0,0,0,0,0,0,0,0,0,0
panCandidatus_Stoquefichus_Firmicutes_bacterium_AF36_19BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049785,0,0,0,0,0.0014204
panCandidatus_Stoquefichus_Firmicutes_bacterium_AF36_3BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011309,0,0,0,0,0,0,0,0,0,0,0,0.0099065,0.0039045,0.0011155,0,0,0.0079872,0,0.0076729,0.0016359,0,0,0.0076679
panCandidatus_Stoquefichus_Firmicutes_bacterium_AM55_24TS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011106,0,0,0,0,0,0,0,0,0,0,0,0.012239,0.0046505,0.0011952,0,0,0.0072906,0,0.0089773,0.0021364,0,0,0.0067469
panCandidatus_Stoquefichus_Firmicutes_bacterium_OM08_11AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017699,0,0,0
panCandidatus_Stoquefichus_Firmicutes_bacterium_TM09_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041331,0,0,0,0,0.001376
panCitrobacter_amalonaticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044551,0
panCitrobacter_farmeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058991,0
panCitrobacter_freundii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001822,0,0,0,0,0,0,0,0,0,0,0,0,0.011411,0,0,0,0,0.026835,0.011264,0,0,0,0,0,0,0.0050966,0,0,0,0.001406,0,0,0,0.0031096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011268,0
panCitrobacter_koseri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panCitrobacter_portucalensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020109,0
panCitrobacter_sp_CtB712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048072,0,0,0,0,0,0,0,0,0
panCitrobacter_youngae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022866,0.0023858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panClostridiales_bacterium_1_7_47FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003415,0,0,0,0,0,0,0,0,0,0
panClostridioides_difficile,0,0,0,0,0,0,0,0,0,0,0,0,0.0015879,0,0,0,0,0,0,0,0,0,0,0.0037215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070025,0.0020858,0.0019699,0.0015234,0.052358,0,0.0014753,0,0,0,0.042674,0,0,0,0,0.0031078,0.074246,0.031751,0.0016858,0.0043165,0.0039191,0.0024813,0.0017599,0.01061,0.0027924,0.0019576,0.0018343,0.001503,0.0031075,0.0028158,0.0016924,0.028135,0.0011985
panClostridium_baratii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042603,0,0,0,0.089518,0,0,0,0,0,0,0,0,0,0,0,0,0.0017426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016758,0,0,0.0010883,0,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_botulinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045521,0,0,0,0,0.0011528,0,0,0,0,0,0,0,0,0,0,0.0028224,0,0,0,0,0.0041796,0,0,0.0019553,0.0010894,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_butyricum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017406,0,0,0,0.0013762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074252,0,0.0013678,0,0,0,0,0,0,0,0,0
panClostridium_carnis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033187,0,0,0.033236,0.0099788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026024,0.036275,0,0.0033388,0,0,0,0,0,0.019912,0,0,0.0024937,0,0,0,0
panClostridium_celatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066877,0,0,0,0,0,0,0.018605,0.0059556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01386,0,0,0.011547,0.019294,0,0,0.0064274,0.0034606,0,0,0.0023108,0,0,0.0010082,0,0
panClostridium_chauvoei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_cocleatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063871,0,0,0,0,0,0,0,0,0,0
panClostridium_disporicum,0,0,0,0,0,0,0,0,0,0,0,0,0.0025142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025607,0,0,0,0,0,0,0.0061392,0.0031562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025077,0,0,0.005331,0.014587,0,0,0.0029746,0.0015752,0.001177,0,0.001099,0,0,0,0,0
panClostridium_leptum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033037,0,0
panClostridium_methoxybenzovorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011933,0,0,0,0,0,0,0,0
panClostridium_neonatale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07172,0,0,0.019953,0.0063872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001518,0.024504,0,0.0021951,0,0,0,0,0,0.023491,0,0,0.001688,0,0,0,0
panClostridium_nigeriense,0,0,0,0,0,0,0,0,0,0,0,0,0.011248,0,0,0,0,0,0,0,0,0,0,0.0032117,0,0,0,0,0,0,0.015619,0,0,0,0,0,0.0020113,0,0.0020375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018138,0,0,0.0013281,0,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_paraputrificum,0,0,0,0,0,0.0087594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072295,0,0.0099409,0,0,0,0,0,0,0,0.0022624,0,0,0,0.0023299,0,0,0.0035656,0,0,0,0,0.0047212,0,0,0,0,0.004009,0.032537,0,0.0044787,0,0,0.029356,0,0,0.00653,0.0077422,0.0033581,0,0.0039706,0,0.0017294,0,0,0,0,0,0,0
panClostridium_perfringens,0.010628,0,0,0,0,0,0,0,0,0,0,0,0.035067,0,0,0,0,0,0,0.17872,0,0.053318,0,0.0013254,0.012046,0.0082316,0,0.017122,0,0,0.0012365,0.0041021,0,0,0,0,0,0,0.060803,0,0.031339,0,0.072438,0,0,0,0,0,0,0,0,0,0.0018203,0,0.0029375,0,0,0.0015495,0.027817,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_phoceensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051633,0,0,0,0,0,0,0,0,0.014249,0
panClostridium_saccharogumia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046598,0.0011029,0.0022356,0,0,0,0,0
panClostridium_saudiense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038247,0,0,0,0.0016033,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_scindens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002174,0,0,0,0.0035732
panClostridium_septicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018532,0,0,0.0012913,0,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_sp_1_1_41A1FAA,0,0,0,0,0,0.019504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050345,0,0,0,0,0,0,0,0,0,0.0051005,0,0,0.0011342,0,0.010182,0.010765,0,0.016139,0,0,0,0,0,0.0285,0,0,0,0,0,0.0068411,0.015687,0,0.031709,0.0026515,0.010317,0.0019115,0.0026028,0.00358,0.020609,0,0,0.0061,0.0038349,0.0061124,0.0020282,0
panClostridium_sp_7_2_43FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013764,0,0,0,0,0,0,0,0,0,0,0,0,0.012121,0,0.0035924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_sp_7_3_54FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019962,0,0,0,0,0,0,0,0,0,0.0052178,0
panClostridium_sp_AF18_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051162,0,0.0094247,0,0,0,0,0,0,0,0,0,0,0,0.0018236,0,0,0
panClostridium_sp_AF27_2AA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072518,0,0,0.0070126,0,0
panClostridium_sp_AF34_10BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025175,0,0,0,0,0.0031844,0,0.001761,0,0,0
panClostridium_sp_AF34_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025625,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_sp_AF36_18BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021795,0,0,0,0,0.0032314,0,0.0022705,0,0,0
panClostridium_sp_AM22_11AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018066,0,0,0,0,0.0019163,0,0.0014571,0,0,0
panClostridium_sp_AM27_31LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011401,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_sp_AM30_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024826,0,0,0,0.0012074,0,0,0,0,0,0
panClostridium_sp_AM32_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001725,0,0,0,0,0.0019163,0,0.001761,0,0,0
panClostridium_sp_AM33_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014466,0,0,0,0,0
panClostridium_sp_AM34_11AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019697,0,0,0,0.005201,0.0026396,0,0,0,0,0.0015868
panClostridium_sp_AM34_9AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012588,0,0,0,0,0.002029,0,0.0013051,0,0,0
panClostridium_sp_AT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015369,0,0,0.0018124,0,0.011333,0,0,0.002202,0.00114,0,0,0.0019504,0,0.0019238,0.0015575,0,0.0094173,0.0017524,0.0080848,0.040895,0.025991,0.0086716,0.0014558,0.001213,0.0068611,0.0047907,0.0030692,0.006463,0.024954,0.0088581,0.020573
panClostridium_sp_ATCC_BAA_442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018393,0,0.0054663,0.021102,0,0,0,0,0,0.0030788,0,0,0,0.0048723,0.0028695,0,0,0
panClostridium_sp_C105KSO14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012604,0,0,0
panClostridium_sp_CL_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029375,0,0,0.0021029,0,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_sp_DSM_8431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019518,0,0,0.0010699,0,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_sp_HGF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049048,0,0,0,0,0,0,0,0,0.0013365,0,0,0,0,0,0,0,0
panClostridium_sp_HMb25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024253,0,0,0,0,0,0,0,0,0,0.0052698,0
panClostridium_sp_KLE_1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013635,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_sp_Marseille_P8228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017506,0,0,0,0,0,0,0,0,0,0
panClostridium_sp_ND2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_sp_OF03_18AA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016551,0,0,0,0.0010332,0,0,0,0,0,0
panClostridium_sp_SN20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016276,0,0,0,0,0,0,0,0.0010053,0.0011433,0,0,0,0.0020397,0,0,0,0,0,0.01862,0,0.0030967,0,0
panClostridium_sp_SS2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_sp_TF08_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001317,0,0,0,0,0.0018975,0,0.001314,0,0,0
panClostridium_sp_TM06_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014569,0,0,0,0,0.0013808,0,0.0017789,0,0,0
panClostridium_spiroforme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04742,0,0.013404,0,0,0.0082903,0,0,0,0.011671,0,0,0,0.012174,0.010691,0.0056803,0,0.0083448
panClostridium_sporosphaeroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panClostridium_symbiosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014799,0,0.028379,0,0,0,0.022929,0,0,0.011265,0,0,0,0.008939,0.012059,0.0017284,0.025032,0
panClostridium_tertium,0,0,0,0,0,0,0,0,0,0,0,0,0.011513,0,0,0,0,0,0,0,0,0.016396,0,0.01096,0,0,0,0,0,0,0.0055317,0,0,0,0,0,0.092521,0,0.050052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panCollinsella_aerofaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010054,0
panCollinsella_intestinalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082569,0,0,0.012999,0,0
panCoprobacillus_cateniformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018959,0,0,0,0,0,0,0.00704,0,0.038809,0,0,0,0,0.028322,0,0,0,0,0.0036353,0.0020461,0.0036382,0,0.026696,0
