Taxon,TaxonID,Species,AGORA2_Species
taxid_658081,658081,Fusicatenibacter Lachnospiraceae bacterium 1_1_57FAA,Lachnospiraceae_bacterium_1_1_57FAA
taxid_665951,665951,Fusicatenibacter Lachnospiraceae bacterium 8_1_57FAA,Lachnospiraceae_bacterium_8_1_57FAA
taxid_712976,712976,Fusicatenibacter Lachnospiraceae bacterium oral taxon 082,Lachnospiraceae_bacterium_oral_taxon_082
taxid_1150298,1150298,Fusicatenibacter saccharivorans,Fusicatenibacter_saccharivorans
taxid_849,849,Fusobacterium gonidiaformans,Fusobacterium_gonidiaformans
taxid_1852365,1852365,Fusobacterium massiliense,Fusobacterium_massiliense
taxid_850,850,Fusobacterium mortiferum,Fusobacterium_mortiferum
taxid_858,858,Fusobacterium necrogenes,Fusobacterium_necrogenes
taxid_859,859,Fusobacterium necrophorum,Fusobacterium_necrophorum
taxid_851,851,Fusobacterium nucleatum,Fusobacterium_nucleatum
taxid_852,852,Fusobacterium perfoetens,Fusobacterium_perfoetens
taxid_860,860,Fusobacterium periodonticum,Fusobacterium_periodonticum
taxid_854,854,Fusobacterium russii,Fusobacterium_russii
taxid_861,861,Fusobacterium ulcerans,Fusobacterium_ulcerans
taxid_856,856,Fusobacterium varium,Fusobacterium_varium
taxid_1686296,1686296,Gabonia massiliensis,Gabonia_massiliensis
taxid_2702,2702,Gardnerella vaginalis,Gardnerella_vaginalis
taxid_1379,1379,Gemella haemolysans,Gemella_haemolysans
taxid_29391,29391,Gemella morbillorum,Gemella_morbillorum
taxid_84135,84135,Gemella sanguinis,Gemella_sanguinis
taxid_745368,745368,Gemmiger formicilis,Gemmiger_formicilis
taxid_1422,1422,Geobacillus stearothermophilus,Geobacillus_stearothermophilus
taxid_135517,135517,Geobacillus vulcani,Geobacillus_vulcani
taxid_471189,471189,Gordonibacter pamelaeae,Gordonibacter_pamelaeae
taxid_1965592,1965592,Gordonibacter sp. An230,Gordonibacter_sp_An230
taxid_1965593,1965593,Gordonibacter sp. An232A,Gordonibacter_sp_An232A
taxid_1335613,1335613,Gordonibacter urolithinfaciens DSM 27213,Gordonibacter_urolithinfaciens
taxid_1689269,1689269,Gorillibacterium timonense,Gorillibacterium_timonense
taxid_1556,1556,Gottschalkia acidurici,Gottschalkia_acidurici
taxid_1503,1503,Gottschalkia purinilytica,Gottschalkia_purinilytica
taxid_46124,46124,Granulicatella adiacens,Granulicatella_adiacens
taxid_137732,137732,Granulicatella elegans,Granulicatella_elegans
taxid_197575,197575,Haemophilus aegyptius,Haemophilus_aegyptius
taxid_726,726,Haemophilus haemolyticus,Haemophilus_haemolyticus
taxid_727,727,Haemophilus influenzae,Haemophilus_influenzae
taxid_735,735,Haemophilus parahaemolyticus,Haemophilus_parahaemolyticus
taxid_729,729,Haemophilus parainfluenzae,Haemophilus_parainfluenzae
taxid_736,736,Haemophilus paraphrohaemolyticus,Haemophilus_paraphrohaemolyticus
taxid_249188,249188,Haemophilus pittmaniae,Haemophilus_pittmaniae
taxid_1859695,1859695,Haemophilus sp. CCUG 60358,Haemophilus_sp_CCUG_60358
taxid_1859694,1859694,Haemophilus sp. CCUG 66565,Haemophilus_sp_CCUG_66565
taxid_1715211,1715211,Haemophilus sp. HMSC061E01,Haemophilus_sp_HMSC061E01
taxid_1739522,1739522,Haemophilus sp. HMSC068C11,Haemophilus_sp_HMSC068C11
taxid_1608898,1608898,Haemophilus sp. HMSC71H05,Haemophilus_sp_HMSC71H05
taxid_712310,712310,Haemophilus sp. oral taxon 036,Haemophilus_sp_oral_taxon_036
taxid_1078480,1078480,Haemophilus sputorum,Haemophilus_sputorum
taxid_569,569,Hafnia alvei,Hafnia_alvei
taxid_546367,546367,Hafnia paralvei,Hafnia_paralvei
taxid_2250,2250,Halococcus morrhuae,Halococcus_morrhuae
taxid_135569,135569,Helicobacter apodemus,Helicobacter_apodemus
taxid_37372,37372,Helicobacter bilis,Helicobacter_bilis
taxid_29419,29419,Helicobacter canis,Helicobacter_canis
taxid_35818,35818,Helicobacter pullorum,Helicobacter_pullorum
taxid_210,210,Helicobacter pylori,Helicobacter_pylori
taxid_1735,1735,Holdemanella biformis,Holdemanella_biformis
taxid_61171,61171,Holdemania filiformis,Holdemania_filiformis
taxid_1468449,1468449,Holdemania massiliensis,Holdemania_massiliensis
taxid_35830,35830,Hungateiclostridium cellulolyticum,Acetivibrio_cellulolyticus
taxid_288965,288965,Hungateiclostridium clariflavum,Acetivibrio_clariflavus
taxid_1515,1515,Hungateiclostridium thermocellum,Acetivibrio_thermocellus
taxid_1329795,1329795,Hungatella Clostridiaceae bacterium MS3,Clostridiaceae_bacterium_MS3
taxid_1096246,1096246,Hungatella effluvii DSM 24995,Hungatella_effluvii
taxid_154046,154046,Hungatella hathewayi,Hungatella_hathewayi
taxid_2086578,2086578,Intestinibacillus sp. Marseille-P4005,Intestinibacillus_sp_Marseille_P4005
taxid_2364792,2364792,Intestinibacillus sp. Marseille-P6563,Intestinibacillus_sp_Marseille_P6563
taxid_261299,261299,Intestinibacter bartlettii,Intestinibacter_bartlettii
taxid_384638,384638,Intestinimonas [Bacteroides] pectinophilus,Bacteroides_pectinophilus
taxid_1297617,1297617,Intestinimonas butyriciproducens,Intestinimonas_butyriciproducens
taxid_1673721,1673721,Intestinimonas massiliensis,Intestinimonas_massiliensis
taxid_139208,139208,Isoptericola variabilis JCM 11754,Isoptericola_variabilis
taxid_43995,43995,Johnsonella ignava,Johnsonella_ignava
taxid_1686287,1686287,Kallipyga gabonensis,Kallipyga_gabonensis
taxid_1630,1630,Kandleria vitulina,Kandleria_vitulina
taxid_502,502,Kingella denitrificans,Kingella_denitrificans
taxid_505,505,Kingella oralis,Kingella_oralis
taxid_548,548,Klebsiella aerogenes,Klebsiella_aerogenes
taxid_2058152,2058152,Klebsiella grimontii WCHKG020121,Klebsiella_grimontii
taxid_1134687,1134687,Klebsiella michiganensis,Klebsiella_michiganensis
taxid_571,571,Klebsiella oxytoca,Klebsiella_oxytoca
taxid_573,573,Klebsiella pneumoniae,Klebsiella_pneumoniae
taxid_1463165,1463165,Klebsiella quasipneumoniae,Klebsiella_pneumoniae
taxid_665944,665944,Klebsiella sp. 4_1_44FAA,Klebsiella_sp_4_1_44FAA
taxid_1934254,1934254,Klebsiella sp. M5al,Klebsiella_sp_M5al
taxid_749535,749535,Klebsiella sp. MS 92-3,Klebsiella_sp_MS_92_3
taxid_936565,936565,Klebsiella sp. OBRC7,Klebsiella_sp_OBRC7
taxid_2163944,2163944,Klebsiella sp. WCHKl090539,Klebsiella_sp_WCHKl090539
taxid_244366,244366,Klebsiella variicola,Klebsiella_variicola
taxid_51288,51288,Kluyvera ascorbata,Kluyvera_ascorbata
taxid_580,580,Kluyvera cryocrescens,Kluyvera_cryocrescens
taxid_73098,73098,Kluyvera georgiana,Kluyvera_georgiana
taxid_61648,61648,Kluyvera intermedia,Kluyvera_intermedia
taxid_2116543,2116543,Kluyvera sp. Nf5,Kluyvera_sp_Nf5
taxid_71999,71999,Kocuria palustris,Kocuria_palustris
taxid_72000,72000,Kocuria rhizophila,Kocuria_rhizophila
taxid_1158459,1158459,Kosakonia sacchari,Kosakonia_sacchari
taxid_1033739,1033739,Kurthia massiliensis,Kurthia_massiliensis
taxid_1033740,1033740,Kurthia senegalensis,Kurthia_senegalensis
taxid_1276,1276,Kytococcus sedentarius,Kytococcus_sedentarius
taxid_979627,979627,Lachnoanaerobaculum orale,Lachnoanaerobaculum_orale
taxid_467210,467210,Lachnoanaerobaculum saburreum,Lachnoanaerobaculum_saburreum
taxid_140626,140626,Lachnobacterium bovis,Lachnobacterium_bovis
taxid_333367,333367,Lachnoclostridium [Clostridium] asparagiforme,Enterocloster_asparagiformis
taxid_208479,208479,Lachnoclostridium [Clostridium] bolteae,Enterocloster_bolteae
taxid_358743,358743,Lachnoclostridium [Clostridium] citroniae,Enterocloster_citroniae
taxid_1531,1531,Lachnoclostridium [Clostridium] clostridioforme,Enterocloster_clostridioformis
taxid_99656,99656,Lachnoclostridium [Clostridium] fimetarium,Clostridium_fimetarium
taxid_89153,89153,Lachnoclostridium [Clostridium] hylemonae,Clostridium_hylemonae
taxid_69825,69825,Lachnoclostridium [Clostridium] indolis,Lacrimispora_indolis
taxid_460384,460384,Lachnoclostridium [Clostridium] lavalense,Lachnoclostridium_lavalense
taxid_81424,81424,Lachnoclostridium [Clostridium] methoxybenzovorans,Clostridium_methoxybenzovorans
taxid_29364,29364,Lachnoclostridium [Clostridium] polysaccharolyticum,Clostridium_polysaccharolyticum
taxid_29347,29347,Lachnoclostridium [Clostridium] scindens,Clostridium_scindens
taxid_1512,1512,Lachnoclostridium [Clostridium] symbiosum,Clostridium_symbiosum
taxid_1926283,1926283,Lachnoclostridium edouardi Marseille-P3397,Lachnoclostridium_edouardi
taxid_1871021,1871021,Lachnoclostridium phocaeense Marseille-P3177T,Lachnoclostridium_phocaeense
taxid_1965562,1965562,Lachnoclostridium sp. An14,Lachnoclostridium_sp_An14
taxid_1965569,1965569,Lachnoclostridium sp. An169,Lachnoclostridium_sp_An169
taxid_1965627,1965627,Lachnoclostridium sp. An298,Lachnoclostridium_sp_An298
taxid_1965654,1965654,Lachnoclostridium sp. An76,Lachnoclostridium_sp_An76
taxid_1834196,1834196,Lachnoclostridium sp. YL32,Lachnoclostridium_sp_YL32
taxid_28051,28051,Lachnospira multipara,Lachnospira_multipara
taxid_28052,28052,Lachnospira pectinoschiza,Lachnospira_pectinoschiza
taxid_658656,658656,Lachnospiraceae bacterium 6_1_37FAA,Blautia_Lachnospiraceae_bacterium_6_1_37FAA
taxid_2292902,2292902,Lachnospiraceae bacterium AM10-38,Blautia_Lachnospiraceae_bacterium_AM10_38
taxid_2292903,2292903,Lachnospiraceae bacterium AM21-21,Blautia_Lachnospiraceae_bacterium_AM21_21
taxid_2302974,2302974,Lachnospiraceae bacterium AM25-17,Blautia_Lachnospiraceae_bacterium_AM25_17
taxid_2292906,2292906,Lachnospiraceae bacterium AM26-1LB,Blautia_Lachnospiraceae_bacterium_AM26_1LB
taxid_2292271,2292271,Lachnospiraceae bacterium AM48-27BH,Blautia_Lachnospiraceae_bacterium_AM48_27BH
taxid_2109691,2109691,Lachnospiraceae bacterium GAM79,Blautia_Lachnospiraceae_bacterium_GAM79
taxid_1855376,1855376,Lachnospiraceae bacterium NLAE-zl-G231,Blautia_Lachnospiraceae_bacterium_NLAE_zl_G231
taxid_2293831,2293831,Lachnospiraceae bacterium OF09-6,Blautia_Lachnospiraceae_bacterium_OF09_6
taxid_2305244,2305244,Lachnospiraceae bacterium OF11-28,Blautia_Lachnospiraceae_bacterium_OF11_28
taxid_2292272,2292272,Lachnospiraceae bacterium OM04-12BH,Blautia_Lachnospiraceae_bacterium_OM04_12BH
taxid_89059,89059,Lactobacillus acidipiscis,Lactobacillus_acidipiscis
taxid_1579,1579,Lactobacillus acidophilus,Lactobacillus_acidophilus
taxid_1601,1601,Lactobacillus agilis,Lactobacillus_agilis
taxid_105612,105612,Lactobacillus algidus,Lactobacillus_algidus
taxid_1605,1605,Lactobacillus animalis,Lactobacillus_animalis
taxid_227943,227943,Lactobacillus antri,Limosilactobacillus_antri
taxid_303541,303541,Lactobacillus apis,Lactobacillus_apis
taxid_307126,307126,Lactobacillus apodemi,Ligilactobacillus_apodemi
taxid_1580,1580,Lactobacillus brevis,Levilactobacillus_brevis
taxid_1581,1581,Lactobacillus buchneri,Lentilactobacillus_buchneri
taxid_381742,381742,Lactobacillus camelliae,Lacticaseibacillus_camelliae
taxid_1582,1582,Lactobacillus casei,Lacticaseibacillus_casei
taxid_181675,181675,Lactobacillus coleohominis,Limosilactobacillus_coleohominis
taxid_1610,1610,Lactobacillus coryniformis,Loigolactobacillus_coryniformis
taxid_47770,47770,Lactobacillus crispatus,Lactobacillus_crispatus
taxid_28038,28038,Lactobacillus curvatus,Lactobacillus_curvatus
taxid_1584,1584,Lactobacillus delbrueckii,Lactobacillus_delbrueckii
taxid_51664,51664,Lactobacillus dextrinicus,Lapidilactobacillus_dextrinicus
taxid_420645,420645,Lactobacillus equicursoris,Lactobacillus_equicursoris
taxid_1612,1612,Lactobacillus farciminis,Companilactobacillus_farciminis
taxid_1613,1613,Lactobacillus fermentum,Limosilactobacillus_fermentum
taxid_640331,640331,Lactobacillus florum,Fructilactobacillus_florum
taxid_1614,1614,Lactobacillus fructivorans,Lactobacillus_fructivorans
taxid_104955,104955,Lactobacillus frumenti,Limosilactobacillus_frumenti
taxid_1596,1596,Lactobacillus gasseri,Lactobacillus_gasseri
taxid_227942,227942,Lactobacillus gastricus,Limosilactobacillus_gastricus
taxid_1587,1587,Lactobacillus helveticus,Lactobacillus_helveticus
taxid_1588,1588,Lactobacillus hilgardii,Lentilactobacillus_hilgardii
taxid_147802,147802,Lactobacillus iners,Lactobacillus_iners
taxid_148604,148604,Lactobacillus ingluviei,Limosilactobacillus_ingluviei
taxid_151781,151781,Lactobacillus intestinalis,Lactobacillus_intestinalis
taxid_109790,109790,Lactobacillus jensenii,Lactobacillus_jensenii
taxid_33959,33959,Lactobacillus johnsonii,Lactobacillus_johnsonii
taxid_267818,267818,Lactobacillus kefiranofaciens,Lactobacillus_kefiranofaciens
taxid_148814,148814,Lactobacillus kunkeei,Lactobacillus_kunkeei
taxid_53444,53444,Lactobacillus lindneri,Lactobacillus_lindneri
taxid_1618,1618,Lactobacillus mali,Liquorilactobacillus_mali
taxid_88233,88233,Lactobacillus manihotivorans,Lacticaseibacillus_manihotivorans
taxid_97478,97478,Lactobacillus mucosae,Limosilactobacillus_mucosae
taxid_1622,1622,Lactobacillus murinus,Lactobacillus_murinus
taxid_293371,293371,Lactobacillus oligofermentans,Paucilactobacillus_oligofermentans
taxid_1632,1632,Lactobacillus oris,Limosilactobacillus_oris
taxid_47493,47493,Lactobacillus panis,Limosilactobacillus_panis
taxid_152331,152331,Lactobacillus parabuchneri,Lactobacillus_parabuchneri
taxid_1597,1597,Lactobacillus paracasei,Lacticaseibacillus_paracasei
taxid_2107999,2107999,Lactobacillus paragasseri,Lactobacillus_paragasseri
taxid_60520,60520,Lactobacillus paraplantarum,Lactiplantibacillus_paraplantarum
taxid_1589,1589,Lactobacillus pentosus,Lactiplantibacillus_pentosus
taxid_1590,1590,Lactobacillus plantarum,Lactiplantibacillus_plantarum
taxid_449659,449659,Lactobacillus pobuzihii,Ligilactobacillus_pobuzihii
taxid_35787,35787,Lactobacillus pontis,Lactobacillus_pontis
taxid_481723,481723,Lactobacillus rapi,Lentilactobacillus_rapi
taxid_1598,1598,Lactobacillus reuteri,Limosilactobacillus_reuteri
taxid_47715,47715,Lactobacillus rhamnosus,Lacticaseibacillus_rhamnosus
taxid_947835,947835,Lactobacillus rodentium,Lactobacillus_rodentium
taxid_1623,1623,Lactobacillus ruminis,Lactobacillus_ruminis
taxid_228229,228229,Lactobacillus saerimneri,Ligilactobacillus_saerimneri
taxid_1599,1599,Lactobacillus sakei,Latilactobacillus_sakei
taxid_1624,1624,Lactobacillus salivarius,Ligilactobacillus_salivarius
taxid_1625,1625,Lactobacillus sanfranciscensis,Lactobacillus_sanfranciscensis
taxid_348151,348151,Lactobacillus siliginis,Lactobacillus_siliginis
taxid_1715120,1715120,Lactobacillus sp. HMSC068B07,Lactobacillus_sp_HMSC068B07
taxid_152335,152335,Lactobacillus suebicus,Paucilactobacillus_suebicus
taxid_508451,508451,Lactobacillus taiwanensis,Lactobacillus_taiwanensis
taxid_227945,227945,Lactobacillus ultunensis,Lactobacillus_ultunensis
taxid_176291,176291,Lactobacillus vaccinostercus,Paucilactobacillus_vaccinostercus
taxid_1633,1633,Lactobacillus vaginalis,Lactobacillus_vaginalis
taxid_194326,194326,Lactobacillus versmoldensis,Companilactobacillus_versmoldensis
taxid_57037,57037,Lactobacillus zeae,Lacticaseibacillus_zeae
taxid_1363,1363,Lactococcus garvieae,Lactococcus_garvieae
taxid_1358,1358,Lactococcus lactis,Lactococcus_lactis
taxid_1366,1366,Lactococcus raffinolactis,Lactococcus_raffinolactis
taxid_341220,341220,Lactonifactor longoviformis,Lactonifactor_longoviformis
taxid_1689303,1689303,Lagierella massiliensis,Lagierella_massiliensis
taxid_168471,168471,Laribacter hongkongensis,Laribacter_hongkongensis
taxid_1528099,1528099,Lawsonella clevelandensis X1036,Lawsonella_clevelandensis
taxid_2108523,2108523,Lawsonibacter asaccharolyticus 3BBH22,Lawsonibacter_asaccharolyticus
taxid_457421,457421,Lawsonibacter Clostridiales bacterium 1_7_47FAA,Clostridiales_bacterium_1_7_47FAA
taxid_83655,83655,Leclercia adecarboxylata,Leclercia_adecarboxylata
taxid_82981,82981,Leminorella grimontii,Leminorella_grimontii
taxid_40542,40542,Leptotrichia buccalis,Leptotrichia_buccalis
taxid_157692,157692,Leptotrichia goodfellowii,Pseudoleptotrichia_goodfellowii
taxid_157688,157688,Leptotrichia hofstadii,Leptotrichia_hofstadii
taxid_157691,157691,Leptotrichia shahii,Leptotrichia_shahii
taxid_157687,157687,Leptotrichia wadei,Leptotrichia_wadei
taxid_33964,33964,Leuconostoc citreum,Leuconostoc_citreum
taxid_1246,1246,Leuconostoc lactis,Leuconostoc_lactis
taxid_1245,1245,Leuconostoc mesenteroides,Leuconostoc_mesenteroides
taxid_33968,33968,Leuconostoc pseudomesenteroides,Leuconostoc_pseudomesenteroides
taxid_1641,1641,Listeria grayi,Listeria_grayi
taxid_1639,1639,Listeria monocytogenes,Listeria_monocytogenes
taxid_2219695,2219695,Luxibacter massiliensis Marseille-P5551,Intestinimonas_Clostridiales_bacterium_Marseille_P5551
taxid_28031,28031,Lysinibacillus fusiformis,Lysinibacillus_fusiformis
taxid_1421,1421,Lysinibacillus sphaericus,Lysinibacillus_sphaericus
taxid_884684,884684,Mageeibacillus indolicus,Mageeibacillus_indolicus
taxid_168384,168384,Marvinbryantia formatexigens,Marvinbryantia_formatexigens
taxid_1632858,1632858,Massilibacterium senegalense,Massilibacterium_senegalense
taxid_1870991,1870991,Massilioclostridium coli,Massilioclostridium_coli
taxid_342942,342942,Mediterraneibacter glycyrrhizinilyticus JCM 13369,Mediterraneibacter_glycyrrhizinilyticus
taxid_1720300,1720300,Mediterraneibacter massiliensis,Mediterraneibacter_massiliensis
taxid_437897,437897,Megamonas funiformis,Megamonas_funiformis
taxid_158847,158847,Megamonas hypermegale,Megamonas_hypermegale
taxid_491921,491921,Megamonas rupellensis,Megamonas_rupellensis
taxid_907,907,Megasphaera elsdenii,Megasphaera_elsdenii
taxid_699193,699193,Megasphaera genomosp. type_2,Megasphaera_genomosp_Type_2
taxid_1232428,1232428,Megasphaera massiliensis,Megasphaera_massiliensis
taxid_187326,187326,Megasphaera micronuciformis,Megasphaera_micronuciformis
taxid_349095,349095,Megasphaera paucivorans,Megasphaera_paucivorans
taxid_1871030,1871030,Merdibacter massiliensis,Merdibacter_massiliensis
taxid_1653435,1653435,Merdimonas faecis BR31,Merdimonas_faecis
taxid_381,381,Mesorhizobium loti,Mesorhizobium_loti
taxid_1485952,1485952,Metakosakonia massiliensis,Phytobacter_massiliensis
taxid_2487150,2487150,Metakosakonia sp. MRY16-398,Metakosakonia_sp_MRY16_398
taxid_2173,2173,Methanobrevibacter smithii,Methanobrevibacter_smithii
taxid_39956,39956,Methylobacterium mesophilicum,Methylobacterium_mesophilicum
taxid_159896,159896,Microbacterium gubbeenense,Microbacterium_gubbeenense
taxid_273677,273677,Microbacterium oleivorans,Microbacterium_oleivorans
taxid_1270,1270,Micrococcus luteus,Micrococcus_luteus
taxid_1033741,1033741,Microvirga massiliensis,Microvirga_massiliensis
taxid_187979,187979,Mitsuokella jalaludinii,Mitsuokella_jalaludinii
taxid_52226,52226,Mitsuokella multacida,Mitsuokella_multacida
taxid_2051,2051,Mobiluncus curtisii,Mobiluncus_curtisii
taxid_2052,2052,Mobiluncus mulieris,Mobiluncus_mulieris
taxid_114527,114527,Mogibacterium diversum CCUG 47132,Mogibacterium_diversum
taxid_936375,936375,Mogibacterium sp. CM50,Mogibacterium_sp_CM50
taxid_35519,35519,Mogibacterium timidum,Mogibacterium_timidum
taxid_90239,90239,Moraxella canis,Moraxella_canis
taxid_480,480,Moraxella catarrhalis,Moraxella_catarrhalis
taxid_582,582,Morganella morganii,Morganella_morganii
taxid_1673723,1673723,Murdochiella massiliensis,Murdochiella_massiliensis
taxid_1852373,1852373,Murdochiella vaginalis,Murdochiella_vaginalis
taxid_1764,1764,Mycobacterium avium,Mycobacterium_avium
taxid_1773,1773,Mycobacterium tuberculosis,Mycobacterium_tuberculosis
taxid_36809,36809,Mycobacteroides abscessus,Mycobacteroides_abscessus
taxid_2098,2098,Mycoplasma hominis,Metamycoplasma_hominis
taxid_76832,76832,Myroides odoratimimus,Myroides_odoratimimus
taxid_1702287,1702287,Negativicoccus massiliensis Marseille-P2082,Negativicoccus_massiliensis
taxid_1776382,1776382,Neglecta timonensis,Neglectibacter_timonensis
taxid_267212,267212,Neisseria bacilliformis,Neisseria_bacilliformis
taxid_483,483,Neisseria cinerea,Neisseria_cinerea
taxid_495,495,Neisseria elongata,Neisseria_elongata
taxid_484,484,Neisseria flavescens,Neisseria_flavescens
taxid_486,486,Neisseria lactamica,Neisseria_lactamica
taxid_496,496,Neisseria macacae,Neisseria_macacae
taxid_487,487,Neisseria meningitidis,Neisseria_meningitidis
taxid_488,488,Neisseria mucosa,Neisseria_mucosa
taxid_490,490,Neisseria sicca,Neisseria_sicca
taxid_28449,28449,Neisseria subflava,Neisseria_subflava
taxid_2041842,2041842,Neobittarella massiliensis NSJ-65,Neobitarella_massiliensis
taxid_1673724,1673724,Neofamilia massiliensis,Neofamilia_massiliensis
taxid_1658108,1658108,Niameybacter massiliensis Mt14,Niameybacter_massiliensis
taxid_1232430,1232430,Nosocomiicoccus massiliensis,Nosocomiicoccus_massiliensis
taxid_1522315,1522315,Numidum massiliense,Numidum_massiliense
taxid_82983,82983,Obesumbacterium proteus,Obesumbacterium_proteus
taxid_1462527,1462527,Oceanobacillus jeddahense,Oceanobacillus_jeddahense
taxid_529,529,Ochrobactrum anthropi,Ochrobactrum_anthropi
taxid_626933,626933,Odoribacter laneus,Odoribacter_laneus
taxid_28118,28118,Odoribacter splanchnicus,Odoribacter_splanchnicus
taxid_138595,138595,Olsenella profusa,Olsenella_profusa
taxid_133926,133926,Olsenella uli,Olsenella_uli
taxid_237576,237576,Oribacterium sinus,Oribacterium_sinus
taxid_652706,652706,Oribacterium sp. oral taxon 078,Oribacterium_sp_oral_taxon_078
taxid_1263547,1263547,Oscillibacter ruminantium,Oscillibacter_ruminantium
taxid_1235797,1235797,Oscillibacter sp. 1-3,Oscillibacter_sp_1_3
taxid_1226322,1226322,Oscillibacter sp. KLE 1728,Oscillibacter_sp_KLE_1728
taxid_1226323,1226323,Oscillibacter sp. KLE 1745,Oscillibacter_sp_KLE_1745
taxid_1855299,1855299,Oscillibacter sp. PC13,Oscillibacter_sp_PC13
taxid_2109687,2109687,Oscillibacter sp. PEA192,Oscillibacter_sp_PEA192
taxid_1232459,1232459,Oscillospiraceae bacterium VE202-24,Oscillibacter_Oscillospiraceae_bacterium_VE202_24
taxid_847,847,Oxalobacter formigenes,Oxalobacter_formigenes
taxid_1686289,1686289,Oxobacter Clostridiales bacterium mt11,Mediannikovella_massiliensis
taxid_44250,44250,Paenibacillus alvei,Paenibacillus_alvei
taxid_1274374,1274374,Paenibacillus antibioticophila,Paenibacillus_antibioticophila
taxid_135193,135193,Paenibacillus daejeonensis,Paenibacillus_daejeonensis
taxid_189425,189425,Paenibacillus graminis,Paenibacillus_graminis
taxid_1232431,1232431,Paenibacillus ihuae,Paenibacillus_ihuae
taxid_687436,687436,Paenibacillus ihumii,Paenibacillus_ihumii
taxid_228574,228574,Paenibacillus lactis,Paenibacillus_lactis
taxid_1465766,1465766,Paenibacillus senegalensis,Paenibacillus_senegalensis
taxid_1737426,1737426,Paenibacillus senegalimassiliensis,Paenibacillus_senegalimassiliensis
taxid_1622070,1622070,Paenibacillus sp. GM2,Paenibacillus_sp_GM2
taxid_1034769,1034769,Paenibacillus sp. HW567,Paenibacillus_sp_HW567
taxid_324057,324057,Paenibacillus sp. JDR-2,Paenibacillus_sp_JDR_2
taxid_1816681,1816681,Paenibacillus tuaregi,Paenibacillus_tuaregi
taxid_1505,1505,Paeniclostridium sordellii,Paeniclostridium_sordellii
taxid_1231057,1231057,Paenisporosarcina sp. TG-14,Paenisporosarcina_sp_TG_14
taxid_681398,681398,Paludibacter jiangxiensis,Paludibacter_jiangxiensis
taxid_185300,185300,Paludibacter propionicigenes,Paludibacter_propionicigenes
taxid_549,549,Pantoea agglomerans,Pantoea_agglomerans
taxid_100176,100176,Papillibacter cinnamivorans,Papillibacter_cinnamivorans
taxid_871327,871327,Parabacteroides chinchillae,Parabacteroides_chinchillae
taxid_823,823,Parabacteroides distasonis,Parabacteroides_distasonis
taxid_328812,328812,Parabacteroides goldsteinii,Parabacteroides_goldsteinii
taxid_574930,574930,Parabacteroides gordonii,Parabacteroides_gordonii
taxid_387661,387661,Parabacteroides johnsonii,Parabacteroides_johnsonii
taxid_46503,46503,Parabacteroides merdae,Parabacteroides_merdae
taxid_457388,457388,Parabacteroides sp. 2_1_7,Parabacteroides_sp_2_1_7
taxid_469591,469591,Parabacteroides sp. 20_3,Parabacteroides_sp_20_3
taxid_563193,563193,Parabacteroides sp. D13,Parabacteroides_sp_D13
taxid_658661,658661,Parabacteroides sp. D25,Parabacteroides_sp_D25
taxid_658662,658662,Parabacteroides sp. D26,Parabacteroides_sp_D26
taxid_1078087,1078087,Parabacteroides sp. HGS0025,Parabacteroides_sp_HGS0025
taxid_1490,1490,Paraclostridium bifermentans,Paraclostridium_bifermentans
taxid_230658,230658,Paraeggerthella hongkongensis,Paraeggerthella_hongkongensis
taxid_332977,332977,Parapedobacter koreensis,Parapedobacter_koreensis
taxid_454154,454154,Paraprevotella clara,Paraprevotella_clara
taxid_454155,454155,Paraprevotella xylaniphila,Paraprevotella_xylaniphila
taxid_78258,78258,Parascardovia denticolens,Parascardovia_denticolens
taxid_115544,115544,Parasporobacterium paucivorans,Parasporobacterium_paucivorans
taxid_487175,487175,Parasutterella excrementihominis,Parasutterella_excrementihominis
taxid_747645,747645,Parvibacter caecicola,Parvibacter_caecicola
taxid_33033,33033,Parvimonas micra,Parvimonas_micra
taxid_671230,671230,Parvimonas sp. oral taxon 110,Parvimonas_sp_oral_taxon_110
taxid_1254,1254,Pediococcus acidilactici,Pediococcus_acidilactici
taxid_1255,1255,Pediococcus pentosaceus,Pediococcus_pentosaceus
taxid_755172,755172,Peptoniphilus coxii,Peptoniphilus_coxii
taxid_507750,507750,Peptoniphilus duerdenii,Peptoniphilus_duerdenii
taxid_1465756,1465756,Peptoniphilus grossensis,Peptoniphilus_grossensis
taxid_54005,54005,Peptoniphilus harei,Peptoniphilus_harei
taxid_33030,33030,Peptoniphilus indolicus,Peptoniphilus_indolicus
taxid_33031,33031,Peptoniphilus lacrimalis,Peptoniphilus_lacrimalis
taxid_1472765,1472765,Peptoniphilus obesi,Peptoniphilus_obesi
taxid_1720298,1720298,Peptoniphilus phoceensis,Peptoniphilus_phoceensis
taxid_1465757,1465757,Peptoniphilus senegalensis,Peptoniphilus_senegalensis
taxid_1268254,1268254,Peptoniphilus timonensis,Peptoniphilus_timonensis
taxid_1476973,1476973,Peptostreptococcaceae bacterium VA2,Intestinibacter_Peptostreptococcaceae_bacterium_VA2
taxid_1261,1261,Peptostreptococcus anaerobius,Peptostreptococcus_anaerobius
taxid_215200,215200,Peptostreptococcus russellii,Peptostreptococcus_russellii
taxid_341694,341694,Peptostreptococcus stomatis,Peptostreptococcus_stomatis
